Ticker,Company,RecommendationKey,RecommendationMean,NumAnalysts,Price,TargetMeanPrice,UpsidePct
TMUS,"T-Mobile US, Inc.",buy,1.7037,24.0,180.12,243.375,35.1
LIN,Linde plc,buy,1.7037,25.0,474.33,547.24,15.4
JKHY,"Jack Henry & Associates, Inc.",buy,1.70588,15.0,149.87,186.66667,24.6
SNPS,"Synopsys, Inc.",buy,1.70833,25.0,413.22,561.0308,35.8
BKR,Baker Hughes Company,buy,1.70833,23.0,64.9,71.91304,10.8
AXON,"Axon Enterprise, Inc.",buy,1.71429,19.0,604.32,693.40424,14.7
C,"Citigroup, Inc.",buy,1.71429,20.0,138.51,154.5,11.5
CVX,Chevron Corporation,buy,1.72,24.0,202.7,216.83333,7.0
LLY,Eli Lilly and Company,buy,1.72414,28.0,1183.16,1310.8993,10.8
IRM,Iron Mountain Incorporated (Del,buy,1.72727,10.0,129.9,144.6,11.3
WELL,Welltower Inc.,buy,1.72727,22.0,235.3,255.5,8.6
URI,"United Rentals, Inc.",buy,1.72727,21.0,1164.82,1272.4286,9.2
AJG,Arthur J. Gallagher & Co.,buy,1.72727,18.0,247.97,290.44443,17.1
SCHW,Charles Schwab Corporation (The,buy,1.72727,20.0,110.58,125.0,13.0
GEHC,GE HealthCare Technologies Inc.,buy,1.73684,18.0,72.37,82.5,14.0
ETR,Entergy Corporation,buy,1.73913,20.0,108.52,123.625,13.9
IP,International Paper Company,buy,1.75,11.0,40.26,48.0,19.2
LVS,Las Vegas Sands Corp.,buy,1.75,19.0,45.43,59.06842,30.0
CRL,Charles River Laboratories Inte,buy,1.75,14.0,286.64,281.0,-2.0
TDY,Teledyne Technologies Incorpora,buy,1.75,12.0,677.27,757.25,11.8
IBKR,"Interactive Brokers Group, Inc.",buy,1.75,12.0,94.33,106.13333,12.5
KO,Coca-Cola Company (The),buy,1.75,23.0,86.98,94.69565,8.9
HAL,Halliburton Company,buy,1.75,25.0,34.73,43.2,24.4
AME,"AMETEK, Inc.",buy,1.75,18.0,254.17,277.5,9.2
MCO,Moody's Corporation,buy,1.75,21.0,477.17,560.4762,17.5
WAT,Waters Corporation,buy,1.75,23.0,407.74,436.0,6.9
WM,"Waste Management, Inc.",buy,1.75,25.0,224.02,259.92,16.0
KEYS,Keysight Technologies Inc.,buy,1.75,12.0,361.15,388.33334,7.5
WTW,Willis Towers Watson Public Lim,buy,1.7619,19.0,326.06,374.73685,14.9
APO,"Apollo Global Management, Inc. ",buy,1.7619,19.0,134.54,152.89474,13.6
GNRC,Generac Holdlings Inc.,buy,1.7619,16.0,221.25,283.875,28.3
CTVA,"Corteva, Inc.",buy,1.7619,20.0,76.01,92.3,21.4
FITB,Fifth Third Bancorp,buy,1.7619,20.0,57.6,62.9,9.2
ZBRA,Zebra Technologies Corporation,buy,1.76471,16.0,371.26,405.31375,9.2
NFLX,"Netflix, Inc.",buy,1.76471,45.0,76.02,93.41556,22.9
NDAQ,"Nasdaq, Inc.",buy,1.76471,15.0,96.68,110.06667,13.8
ELV,"Elevance Health, Inc.",buy,1.77273,21.0,390.24,449.09525,15.1
DELL,Dell Technologies Inc.,buy,1.77778,23.0,479.81,506.6087,5.6
RCL,Royal Caribbean Cruises Ltd.,buy,1.78571,26.0,301.79,346.92307,15.0
GM,General Motors Company,buy,1.78571,27.0,84.37,100.03704,18.6
MRK,"Merck & Company, Inc.",buy,1.78571,26.0,135.97,137.73077,1.3
MDT,Medtronic plc.,buy,1.7931,25.0,90.6,98.44,8.7
UNP,Union Pacific Corporation,buy,1.8,24.0,299.9,329.25,9.8
ROST,"Ross Stores, Inc.",buy,1.8,18.0,235.28,256.05557,8.8
HBAN,Huntington Bancshares Incorpora,buy,1.8,19.0,17.95,20.3,13.1
IFF,International Flavors & Fragran,buy,1.8,18.0,81.83,95.65556,16.9
LOW,"Lowe's Companies, Inc.",buy,1.8,33.0,215.81,261.0606,21.0
CDW,CDW Corporation,buy,1.8,9.0,135.3,155.88889,15.2
